[+] Containers:
 |- [+] Container: /Game/LightIsGone/Maps/DumpingGroundMap
 |   |- [+] ActorDescs:
 |   |   |- Guid:011E1DDC44CD63CD039D06BDBCE56922 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_A8A1595BE53EAE2402_1432304178 Label:SM_Lamp6 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=24539.742 Y=9060.312 Z=8700.000), Max=(X=24560.258 Y=9279.688 Z=9370.751) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:1BB23C4D364C76BAF2ACDB86753D6C25 BaseClass: NativeClass:/Script/Landscape.LandscapeStreamingProxy Name:LandscapeStreamingProxy_CDNULVOZ1E0V2ST87C58N7TLX_254_2_3_0 Label:LandscapeStreamingProxy_2_3_0 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=0.000 Y=25400.000 Z=8600.000), Max=(X=25400.000 Y=50800.000 Z=8800.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:1FD1BA5D43DC86251B2A8B8A57DC8B1E BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53E692302_1644909940 Label:PointLight9 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=22830.000 Y=-6920.000 Z=8380.000), Max=(X=24030.000 Y=-5720.000 Z=9580.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:B384EBBB492BD019C2EE678B8DA87BA6 FolderPath:Map Models/Illumination FolderGuid:0785F1A6184277164944F6817871650D
 |   |   |- Guid:24FFCABDBF422D00A158FB96E9E40867 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959071E02_1259334432 Label:SM_Suitcase SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=39284.399 Y=-6454.280 Z=8760.208), Max=(X=39342.213 Y=-6403.589 Z=8779.127) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:2584C2A249757AC907EA058233559059 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_A8A1595BE53EAD2402_2038586989 Label:Street_lamp_3 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=28030.000 Y=4073.178 Z=8693.178), Max=(X=28466.332 Y=4126.822 Z=8746.822) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:262C4C784A9D221A3F2656A356BDB7B9 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAA2402_1183501436 Label:PointLight14 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=20608.660 Y=-6895.718 Z=9140.000), Max=(X=20708.660 Y=-6795.718 Z=9240.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:18C7C38540AD7504E00B0B8622EED0EC FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:2658C49E42C26806F76D80B04366E251 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAA2402_1459567440 Label:PointLight15 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=20027.138 Y=-110.000 Z=10937.201), Max=(X=20127.138 Y=-10.000 Z=11037.201) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:89F5A9BB437D31B7B65CCABFFAA107ED FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
 |   |   |- Guid:268511ED504FA90E1BCCAABB8300D05A BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_2026784720 Label:SM_Sofa SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=37804.292 Y=-5636.813 Z=8700.000), Max=(X=38100.216 Y=-5390.663 Z=8823.637) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Big Models FolderGuid:3C17C1981B49ABDEFDC467882B32164A
 |   |   |- Guid:2B9BF0C24A3708794D2594A5FA0D472E BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_A8A1595BE53E692302_2043387953 Label:SM_WiresRed SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=23313.069 Y=-6847.451 Z=8704.036), Max=(X=23653.375 Y=-6644.322 Z=8857.396) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:A94C1EEB42A84850CCBF9B86ADC88A35 FolderPath:Map Models/Big Models FolderGuid:3C17C1981B49ABDEFDC467882B32164A
 |   |   |- Guid:2FD5BC9D474FA13BF4BB28A4A06F0B00 BaseClass: NativeClass:/Script/Engine.SpotLight Name:SpotLight_UAID_A8A1595BE53EAA2402_1186320437 Label:SpotLight8 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=17440.820 Y=-8705.189 Z=5442.857), Max=(X=22636.973 Y=-3509.036 Z=10639.010) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:18C7C38540AD7504E00B0B8622EED0EC FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:3291B65C4B4CAF480F448794E7785A96 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_1417529709 Label:Cabinet SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=39382.139 Y=-5702.536 Z=8689.022), Max=(X=39542.180 Y=-5588.509 Z=8795.027) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:336DEC052242085BCA21EF8440CE5F24 BaseClass: NativeClass:/Script/Engine.SkeletalMeshActor Name:SkeletalMeshActor_UAID_1498774D5959621D02_1833916371 Label:StreetLamp_Pole SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=39346.177 Y=-6001.096 Z=8674.262), Max=(X=39888.023 Y=-5766.116 Z=9350.018) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
 |   |   |- Guid:39B847F9404AB5B0A8AA3D8D8E4262EA BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_A8A1595BE53EAE2402_1123469176 Label:Street_lamp_9 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=18643.178 Y=-3516.822 Z=8700.000), Max=(X=18696.822 Y=-3463.178 Z=9136.332) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:3CDD5CBD2C4E88CC2F4717A85EFA3736 BaseClass: NativeClass:/Script/Landscape.LandscapeStreamingProxy Name:LandscapeStreamingProxy_CDNULVOZ1E0V2ST87C58N7TLX_254_3_3_0 Label:LandscapeStreamingProxy_3_3_0 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=25400.000 Y=25400.000 Z=8600.000), Max=(X=50800.000 Y=50800.000 Z=8800.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:402E6CD05649A1DCE574CA9192D2BAC4 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_1284692708 Label:SM_Bag3 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=38691.537 Y=-5435.505 Z=8697.976), Max=(X=38752.380 Y=-5384.008 Z=8772.153) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:42D068BA9043D7E46256179ACCAED4B0 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_1668968711 Label:SM_Chair SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=39072.433 Y=-5621.485 Z=8692.853), Max=(X=39151.596 Y=-5529.104 Z=8742.012) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:466AFC4847308602215204A26850241E BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAE2402_1123472177 Label:PointLight25 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=16670.000 Y=-5490.000 Z=7168.000), Max=(X=20670.000 Y=-1490.000 Z=11168.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:39B847F9404AB5B0A8AA3D8D8E4262EA FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:4CAAC47CC742B3EACD29ECB0CBAE27CD BaseClass: NativeClass:/Script/Landscape.LandscapeStreamingProxy Name:LandscapeStreamingProxy_CDNULVOZ1E0V2ST87C58N7TLX_254_2_2_0 Label:LandscapeStreamingProxy_2_2_0 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=0.000 Y=0.000 Z=8600.000), Max=(X=25400.000 Y=25400.000 Z=11629.688) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:4E159C81BB403C3F5BCE0AA5AAD4F6F3 BaseClass:/Engine/EngineSky/BP_Sky_Sphere.BP_Sky_Sphere_C NativeClass:/Script/Engine.Actor Name:BP_Sky_Sphere_C_UAID_1498774D5959601D02_1562938017 Label:BP_Sky_Sphere SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=-1602590.000 Y=-1644170.000 Z=-1628840.000), Max=(X=1674210.000 Y=1632630.000 Z=1647960.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Landscape and Sky FolderGuid:F2FE5CBFB449EA326B4DC8B27A01C5F3
 |   |   |- Guid:54621840C447CBF8355FA9AB7E7ADA78 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959081E02_1126018618 Label:SM_Lamp05 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=31030.312 Y=-6500.258 Z=8780.000), Max=(X=31249.688 Y=-6479.742 Z=9450.751) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:5668C8C84644A9A47FBBE8B52DAD4C43 BaseClass: NativeClass:/Script/Engine.SkeletalMeshActor Name:SkeletalMeshActor_UAID_A8A1595BE53EAC2402_1298408791 Label:SM_LampPole_Skeleton SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=24686.390 Y=5531.525 Z=8691.441), Max=(X=24884.854 Y=5850.206 Z=9290.846) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
 |   |   |- Guid:59081F9547CC2F12DCBC83A29A5E0542 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAD2402_2034378988 Label:PointLight19 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=26880.065 Y=-1290.000 Z=7139.776), Max=(X=30880.065 Y=2710.000 Z=11139.776) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:01F9C96A42A529F23B8BAE8301BA83A3 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:5B9BC8D246E59193B4E319ADB2C6CE81 BaseClass: NativeClass:/Script/Engine.SpotLight Name:SpotLight_UAID_A8A1595BE53EA92402_2131189258 Label:SpotLight7 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=15954.583 Y=-6945.534 Z=3187.912), Max=(X=23025.652 Y=125.534 Z=10258.980) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:0B78131A4086F3407B375A83E72ED5B5 FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
 |   |   |- Guid:5D3BD4AC4EAE971B606DCF884F708FC6 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53E692302_1669357943 Label:PointLight12 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=22910.000 Y=-6970.000 Z=8490.000), Max=(X=24110.000 Y=-5770.000 Z=9690.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:B384EBBB492BD019C2EE678B8DA87BA6 FolderPath:Map Models/Illumination FolderGuid:0785F1A6184277164944F6817871650D
 |   |   |- Guid:5E9395214E47CA570FAE4C8172020AFB BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_A8A1595BE53EAD2402_2064253995 Label:Street_lamp_6 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=37583.178 Y=1253.178 Z=8720.000), Max=(X=37636.822 Y=1306.822 Z=9156.332) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:5EC45FCA44B7B867794BCA9C4C79FADD BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAD2402_2049255992 Label:PointLight21 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=29320.000 Y=230.065 Z=7179.776), Max=(X=33320.000 Y=4230.065 Z=11179.776) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:D9EBB4EB4A82642389E0F1ABCA6B769A FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:5F6ECC651D4B87B7AC2942A0FB08CA21 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_1846926715 Label:SM_Debris3 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=38872.538 Y=-7458.536 Z=8690.979), Max=(X=39000.304 Y=-7302.792 Z=8733.642) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:5FD3777A413A7DA43138938C6183F6F3 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAE2402_1465889181 Label:PointLight27 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=23550.000 Y=8090.000 Z=8350.000), Max=(X=25550.000 Y=10090.000 Z=10350.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:011E1DDC44CD63CD039D06BDBCE56922
 |   |   |- Guid:5FF2C814409C3697F30DE6ACE6981629 BaseClass: NativeClass:/Script/Engine.SpotLight Name:SpotLight_UAID_A8A1595BE53EAA2402_1463000441 Label:SpotLight9 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=16689.107 Y=-2946.751 Z=5257.555), Max=(X=22462.610 Y=2826.751 Z=11031.058) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:89F5A9BB437D31B7B65CCABFFAA107ED FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
 |   |   |- Guid:60979F9FEB41E0EAD6E35FAEE7F50DBE BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_1498774D5959031E02_1235699706 Label:SM_Bag1 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=38745.942 Y=-5388.275 Z=8706.061), Max=(X=38789.718 Y=-5311.436 Z=8769.716) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Map Models/Tiny Models FolderGuid:63F5B510484F3E6D5BE82F987568A839
 |   |   |- Guid:62D6AAA848CFC0F80E17CBB7B7D5D8B5 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53EAD2402_2058834994 Label:PointLight22 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=32390.000 Y=2100.000 Z=7178.000), Max=(X=36390.000 Y=6100.000 Z=11178.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:7504812846E2772190D741B4CACA1B93 FolderPath:Map Models/Illumination/StreetLamps/AltPath FolderGuid:A45FD304431D7A2617A0D29F6DE09F31
 |   |   |- Guid:6343F56442469F99DB3C8FB27FBCCBD0 BaseClass: NativeClass:/Script/Landscape.Landscape Name:Landscape_UAID_1498774D5959D91B02_1433826205 Label:Landscape SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=-50800.000 Y=-50800.000 Z=8700.000), Max=(X=-50800.000 Y=-50800.000 Z=8700.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Landscape and Sky FolderGuid:F2FE5CBFB449EA326B4DC8B27A01C5F3
 |   |   |- Guid:6B8C0BAC49FEC7622C93408EFB8DEC3C BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_A8A1595BE53E692302_1661263942 Label:PointLight11 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=22830.000 Y=-7040.000 Z=8450.000), Max=(X=24030.000 Y=-5840.000 Z=9650.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:B384EBBB492BD019C2EE678B8DA87BA6 FolderPath:Map Models/Illumination FolderGuid:0785F1A6184277164944F6817871650D
 |   |   |- Guid:6C18A1D9D0444805FE72B6B7A1EBA946 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_1498774D5959631D02_1246082549 Label:PointLight SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=39634.065 Y=-5870.000 Z=9225.605), Max=(X=39734.065 Y=-5770.000 Z=9325.605) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:336DEC052242085BCA21EF8440CE5F24 FolderPath:Map Models/Illumination/StreetLamps FolderGuid:9277C65545C83327BF81009AF03D41D5
